Part Number,Current Noise Density (typ),Analog.com Inventory,# of Amps,GBP (typ),BW -3 dB (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Rail to Rail,Iq/Amp (typ),Vs span (min),Vs span (max),1ku List Price,Package Area,Package
MAX4450,0.0000000000018,4797,1,,210000000,485,0.026,0.00000001,0.00002,Output,0.0065,4.5,11,1.5,5.28,Small-Outline Transistor Package 5-SC70-N/A
MAX4490,0.000000000000001,9,1,,10000000,10,0.01,0.000000012,0.0000000025,Both,0.0008,2.7,5.5,1.01,5.28,5-SOT_23-N/A 5-SC70-N/A
MAX492,0.0000000000001,21997,2,,500000,0.2,0.0005,0.000000025,0.00000006,Both,0.00015,2.7,6,4.96,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX494,0.0000000000001,18576,4,,500000,0.2,0.0005,0.000000025,0.00000006,Both,0.00015,2.7,6,5.39,54.25,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
RH1498M,,,2,10000000,,6,0.0008,0.000000012,0.00000025,Both,0.0018,4.5,36,,54.1782,10-Lead Flatpak (Glass Sealed Hermetic) CHIPS OR DIE
RH1499M,,,4,10000000,,6,0.0008,0.000000012,0.00000025,Both,0.0018,4.5,36,,78.3336,14-Lead Flatpak (Hermetic)
AD8529,0.0000000000004,5595,2,8000000,,2.9,0.001,0.00000001,0.0000003,In to V- Output,0.0012,2.7,12,2.19,31,8-Lead SOIC 8-Lead MSOP
AD8591,0.00000000000005,17715,1,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,2.5,6,0.5565,9,6-Lead SOT-23
LT1398,0.000000000006,0,2,,300000000,800,0.012,0.0000000045,,,0.0046,3,12.6,4.275,61.97,16-Lead SOIC (Narrow 0.15 Inch)
LT1812,0.000000000001,78,1,100000000,,750,0.0015,0.000000008,0.000004,,0.003,2.5,12.6,1.665,8.12,8-Lead SOIC (Narrow 0.15 Inch) 5-Lead TSOT-23 6-Lead TSOT-23
MAX4281,0.000000000000004,,1,,2000000,0.7,0.002,0.00000009,0.00000001,Output Only,0.0003,2.5,5.5,1.42,9,Small-Outline Transistor Package
MAX4282,0.000000000000004,5451,2,,2000000,0.7,0.002,0.00000009,0.00000001,Output Only,0.0003,2.5,5.5,2,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
AD8014,0.000000000005,1957,1,,480000000,4600,0.005,0.0000000035,0.000015,,0.00115,4.5,12,2.115,9,8-Lead SOIC 5-Lead SOT-23
AD8017,0.000000000023,566,2,,160000000,1600,0.003,0.0000000019,0.000045,,0.007,4.4,12,4.155,31,8-Lead SOIC
AD8519,0.0000000000004,19489,1,8000000,,2.9,0.001,0.00000001,0.0000003,In to V- Output,0.0012,2.7,12,1.515,5.28,5-Lead SC70 5-Lead SOT-23
AD8541,0.0000000000001,28493,1,1000000,,0.92,0.006,0.000000038,0.00000000006,Both,0.000065,2.5,5,0.4611,5.28,5-Lead SC70 8-Lead SOIC 5-Lead SOT-23
AD8542,0.0000000000001,25097,2,1000000,,0.92,0.006,0.000000038,0.00000000006,Both,0.000065,2.5,5,0.6519,19.84,8-Lead SOIC 8-Lead MSOP 8-Lead TSSOP
AD8544,0.0000000000001,2135,4,1000000,,0.92,0.006,0.000000038,0.00000000006,Both,0.000065,2.5,5,1.02979,32.64,14-Lead SOIC 14-Lead TSSOP
AD8592,0.00000000000005,746,2,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,2.5,6,0.7632,15.965,10-Lead MSOP
LT1468,0.0000000000006,194,1,90000000,,22,0.000075,0.000000005,0.00000004,,0.0036,6,36,4.74,9,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
AD8057,0.0000000000007,1179,1,100000000,325000000,1150,0.005,0.000000007,0.0000025,,0.0075,3,12,1.53,9,8-Lead SOIC 5-Lead SOT-23 CHIPS OR DIE
AD8058,0.0000000000007,9806,2,100000000,325000000,1150,0.005,0.000000007,0.0000025,,0.0075,3,12,2.79,31,8-Lead SOIC 8-Lead MSOP CHIPS OR DIE
LT1636,0.000000000000035,221,1,200000,,0.07,0.000225,0.000000052,0.000000008,Both,0.000042,2.6,44,2.685,9,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1638,0.0000000000003,5138,2,1200000,,0.38,0.0007,0.00000002,0.00000005,Both,0.00017,2.5,44,3.6,9,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
LT1639,0.0000000000003,112,4,1075000,,0.38,0.0006,0.00000002,,Both,0.00017,2.5,44,6.105,54.14939,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LTC1542,,59,2,12000,,8,0.0007,,0.000000001,In to V- Output,0.000005,2.5,12.6,2.58,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)
MAX4040,0.00000000000005,52370,1,,90000,0.04,0.0015,0.00000007,0.00000001,Both,0.000012,2.4,5.5,0.97,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package Micro-MAX, Thin Shrink Small-Outline"
MAX4041,0.00000000000005,962,1,,90000,0.04,0.0015,0.00000007,0.00000001,Both,0.000012,2.4,5.5,1.14,31,"Small-Outline IC, Narrow (0.15in)"
MAX4042,0.00000000000005,8453,2,,90000,0.04,0.0015,0.00000007,0.00000001,Both,0.000012,2.4,5.5,1.42,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4043,0.00000000000005,4195,2,,90000,0.04,0.0015,0.00000007,0.00000001,Both,0.000012,2.4,5.5,1.43,15.4025,10-MINI_SO-N/A
MAX4322,0.0000000000004,9139,1,,5000000,2,0.0025,0.000000022,0.00000015,Both,0.00073,2.4,6.5,0.86,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A Micro-MAX, Thin Shrink Small-Outline"
MAX4323,0.0000000000004,22841,1,,5000000,2,0.0025,0.000000022,0.00000015,Both,0.00073,2.4,6.5,1.14,9,"Small-Outline IC, Narrow (0.15in) 6-SOT_23-N/A"
MAX4326,0.0000000000004,7450,2,,5000000,2,0.0025,0.000000022,0.00000015,Both,0.00073,2.4,6.5,1.43,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4327,0.0000000000004,,2,,5000000,2,0.002,0.000000022,0.00000015,Both,0.00073,2.4,6.5,1.4,15.4025,10-MINI_SO-N/A
LT1630,0.0000000000009,843,2,30000000,,9.2,0.000525,0.000000006,0.000001,Both,0.0035,2.6,36,5.07,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1631,0.0000000000009,0,4,30000000,,9.2,0.000525,0.000000006,0.000001,Both,0.0035,2.6,36,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1632,0.0000000000016,19336,2,45000000,,27,0.00135,0.000000012,0.0000022,Both,0.0043,2.6,36,5.64,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1633,0.0000000000016,0,4,45000000,,27,0.00135,0.000000012,0.0000022,Both,0.0043,2.6,36,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
MAX4240,0.00000000000005,,1,,90000,0.04,0.0014,0.00000007,0.000000006,Both,0.000014,1.8,5.5,1.84,9,Small-Outline Transistor Package
MAX4241,0.00000000000005,9440,1,,90000,0.04,0.00075,0.00000007,0.000000006,Both,0.000014,1.8,5.5,1.67,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4242,0.00000000000005,10283,2,,90000,0.04,0.00088,0.00000007,0.000000006,Both,0.000014,1.8,5.5,2.39,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4243,0.00000000000005,2527,2,,90000,0.04,0.00088,0.00000007,0.000000006,Both,0.000014,1.8,5.5,2.54,15.4025,10-MINI_SO-N/A
MAX4252,0.0000000000000005,12618,2,,3000000,0.3,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.13,2.7225,"9-WLCSP-N/A Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4253,0.0000000000000005,15765,2,,3000000,0.3,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.95,3.2913,12-WLCSP-N/A 10-MINI_SO-N/A
LT1399,0.000000000006,145,3,,300000000,800,0.012,0.0000000045,,,0.0046,3,12.6,4.635,30.85364,16-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
LT1399HV,0.000000000006,145,3,,300000000,800,0.012,0.0000000045,,,0.0046,3,15.5,4.635,30.85364,16-Lead SOIC (Narrow 0.15 Inch) 16-Lead SSOP (Narrow 0.15 Inch)
MAX4104,0.0000000000032,2500,1,,625000000,400,0.006,0.0000000021,0.00007,,0.02,7,11,2.93,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package"
MAX4105,0.0000000000032,51004,1,,410000000,1400,0.006,0.0000000021,0.00007,,0.02,7,11,2.93,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package"
MAX4249,0.0000000000000005,14099,2,,22000000,2.1,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.51,15.4025,"Small-Outline IC, Narrow (0.15in) 10-MINI_SO-N/A"
MAX4257,0.0000000000000005,4104,2,,22000000,2.1,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.37,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4304,0.0000000000032,18681,1,,740000000,1000,0.006,0.0000000021,0.00007,,0.02,7,11,4,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package"
MAX4305,0.0000000000032,13256,1,,340000000,1400,0.006,0.0000000021,0.00007,,0.02,7,11,2.9,9,"Small-Outline IC, Narrow (0.15in) Small-Outline Transistor Package"
AD8010,0.00000000002,51,1,,230000000,800,0.012,0.000000002,0.000135,,0.0155,9,12,5.28,31,8-Lead PDIP 8-Lead SOIC 16 ld SOIC
AD8012,0.000000000015,540,2,,350000000,2250,0.004,0.0000000025,0.000012,,0.0017,3,12,4.05,31,8-Lead SOIC 8-Lead MSOP
AD8051,0.0000000000009,22377,1,80000000,110000000,170,0.01,0.000000016,0.0000025,In to V- Output,0.0048,3,12,1.62,9,8-Lead SOIC 5-Lead SOT-23
AD8052,0.0000000000009,20537,2,80000000,110000000,170,0.01,0.000000016,0.0000025,In to V- Output,0.0048,3,12,3.075,31,8-Lead SOIC 8-Lead MSOP
AD8054,0.00000000000085,1522,4,90000000,160000000,145,0.012,0.000000016,0.0000045,In to V- Output,0.0034,3,12,4.995,32.64,14-Lead SOIC 14-Lead TSSOP
AD825,0.00000000000001,14269,1,26000000,46000000,140,0.002,0.000000012,0.00000000004,,0.0065,10,36,3.18,31,8-Lead SOIC 16 ld SOIC CHIPS OR DIE
LTC1541,,0,2,12000,,,0.0007,,0.000000001,In to V- Output,0.000005,2.5,12.6,2.85,9,8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP 8-Lead DFN (3mm x 3mm x 0.75mm w/ EP) CHIPS OR DIE
MAX4250,0.0000000000000005,1304,1,,3000000,0.3,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.54,9,Small-Outline Transistor Package
MAX4251,0.0000000000000005,30150,1,,3000000,0.3,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.38,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4255,0.0000000000000005,1030,1,,22000000,2.1,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,1.04,9,Small-Outline Transistor Package
MAX4256,0.0000000000000005,50137,1,,22000000,2.1,0.00075,0.0000000089,0.0000000001,Output Only,0.00042,2.4,5.5,0.98,31,"Small-Outline IC, Narrow (0.15in)"
AD8023,0.000000000014,22,3,,125000000,1200,0.005,0.000000002,0.000045,,0.0062,4.2,15,9.705,54.25,14-Lead SOIC CHIPS OR DIE
AD8055,0.000000000001,34432,1,300000000,300000000,1400,0.005,0.000000006,0.0000012,,0.0065,8,12,1.59,9,8-Lead PDIP 8-Lead SOIC 5-Lead SOT-23
AD8056,0.000000000001,15890,2,300000000,300000000,1400,0.005,0.000000006,0.0000012,,0.006,8,12,3.21,31,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
LT1497,0.000000000002,20,2,,59000000,900,0.015,0.000000003,,,0.006,4,36,6.285,31.00979,16-Lead SOIC (Narrow 0.15 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
MAX4012,0.0000000000013,8619,1,,200000000,600,0.02,0.00000001,0.00002,Output,0.0055,3.15,11,2.41,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A"
MAX4016,0.0000000000013,3579,2,,150000000,600,0.02,0.00000001,0.00002,Output,0.0055,3.15,11,2.1,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4018,0.0000000000013,6541,3,,150000000,600,0.02,0.00000001,0.00002,Output,0.0055,3.15,11,3.25,30.876,"16-QSOP-150_MIL Small-Outline IC, Narrow (0.15in)"
MAX4020,0.0000000000013,2339,4,,150000000,600,0.02,0.00000001,0.00002,Output,0.0055,3.15,11,3.7,30.876,"16-QSOP-150_MIL Small-Outline IC, Narrow (0.15in)"
MAX4225,0.000000000003,12608,2,,1000000000,1100,0.005,0.000000002,0.00001,,0.006,5.7,11,3.27,31,"Small-Outline IC, Narrow (0.15in)"
MAX4226,0.000000000003,10000,2,,1000000000,1100,0.005,0.000000002,0.00001,,0.006,5.7,11,3.46,15.4025,10-MINI_SO-N/A
MAX4228,0.000000000003,3074,2,,600000000,1700,0.005,0.000000002,0.00001,,0.006,5.7,11,3.42,15.4025,10-MINI_SO-N/A
LT1219L,0.00000000000009,0,1,150000,,0.05,0.00009,0.000000033,0.00000007,Both,0.00037,2,16,5.655,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1467L,0.00000000000005,0,4,120000,,0.04,0.00039,0.000000045,0.000000014,Both,0.00006,2,16,,61.97,16-Lead SOIC (Narrow 0.15 Inch)
LT1492,0.00000000000014,17668,2,4500000,,1.8,0.00018,0.0000000165,0.0000001,In to V-,0.000425,2.1,36,5.535,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1493,0.00000000000014,0,4,4500000,,1.8,0.00013,0.0000000165,0.0000001,In to V-,0.000425,2.1,36,,61.97,16-Lead SOIC (Narrow 0.15 Inch)
LT1496,0.00000000000001,384,4,2700,,0.001,0.000375,0.000000185,0.000000001,Both,0.000001,2.1,36,6,54.14939,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1635,0.00000000000005,2248,1,175000,,0.045,0.0013,0.00000005,0.0000000045,In to V- Output,0.00013,1.1,14,3.225,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
MAX4162,,1211,1,,200000,0.115,0.003,0.00000008,0.0000000001,Both,0.000025,2.5,10,2,9,"Small-Outline IC, Narrow (0.15in) 5-SOT_23-N/A"
MAX4163,,1,2,,200000,0.115,0.004,0.00000008,0.0000000001,Both,0.000025,2.5,10,2.3,2.7225,"9-WLCSP-N/A Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4165,0.0000000000004,4,1,,5000000,2,0.00085,0.000000026,0.00000015,Both,0.0013,2.7,6.5,2.03,9,5-SOT_23-N/A
MAX4166,0.0000000000004,3285,1,,5000000,2,0.00085,0.000000026,0.00000015,Both,0.0013,2.7,6.5,1.78,4.2025,"8-LFCSP-2X2X0.75 Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4167,0.0000000000004,3927,2,,5000000,2,0.00085,0.000000026,0.00000015,Both,0.0013,2.7,6.5,2.09,31,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in)"
MAX4168,0.0000000000004,979,2,,5000000,2,0.00085,0.000000026,0.00000015,Both,0.0013,2.7,6.5,2.3,15.4025,"Plastic Dual-In-Line, Narrow (0.3in) Small-Outline IC, Narrow (0.15in) 10-MINI_SO-N/A"
MAX4223,0.000000000003,46585,1,,1000000000,1100,0.004,0.000000002,0.00001,,0.006,5.7,11,5.39,9,"Small-Outline IC, Narrow (0.15in) 6-SOT_23-N/A"
MAX4224,0.000000000003,36148,1,,600000000,1700,0.004,0.000000002,0.00001,,0.006,5.7,11,5.05,9,"Small-Outline IC, Narrow (0.15in) 6-SOT_23-N/A"
MAX4330,0.00000000000026,1532,1,,3000000,1.5,0.0007,0.000000028,0.000000065,Both,0.000245,2.4,6.5,2.1,9,5-SOT_23-N/A
MAX4331,0.00000000000026,21673,1,,3000000,1.5,0.0007,0.000000028,0.000000065,Both,0.000245,2.4,6.5,1.73,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4332,0.00000000000026,4201,2,,3000000,1.5,0.001,0.000000028,0.000000065,Both,0.000245,2.4,6.5,2.39,31,"Small-Outline IC, Narrow (0.15in)"
MAX4333,0.00000000000026,2565,2,,3000000,1.5,0.001,0.000000028,0.000000065,Both,0.000245,2.4,6.5,2.58,15.4025,"Small-Outline IC, Narrow (0.15in) 10-MINI_SO-N/A"
LT1218L,0.00000000000009,0,1,300000,,0.1,0.00009,0.000000033,0.00000007,Both,0.00037,2,16,5.655,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1466L,0.00000000000005,99,2,120000,,0.04,0.00039,0.000000045,0.000000014,Both,0.00006,2,16,6.84,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1495,0.00000000000001,143,2,2700,,0.001,0.000375,0.000000185,0.000000001,Both,0.000001,2.1,36,4.53,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
MAX4212,0.0000000000013,62,1,,300000000,600,0.012,0.00000001,0.00002,Output,0.0055,3.15,11,3.76,9,5-SOT_23-N/A
MAX4213,0.0000000000013,17042,1,,300000000,600,0.012,0.00000001,0.00002,Output,0.0055,3.15,11,2.74,15.593,"EVALUATION BOARDS Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4216,0.0000000000013,10681,2,,200000000,600,0.012,0.00000001,0.00002,Output,0.0055,3.15,11,4.04,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4218,0.0000000000013,1212,3,,200000000,600,0.012,0.00000001,0.00002,Output,0.0055,3.15,11,5.31,30.876,"16-QSOP-150_MIL Small-Outline IC, Narrow (0.15in)"
MAX4220,0.0000000000013,8743,4,,200000000,600,0.012,0.00000001,0.00002,Output,0.0055,3.15,11,5.68,30.876,"16-QSOP-150_MIL Small-Outline IC, Narrow (0.15in)"
OP481,0.000000000000999,522,4,105000,,0.028,0.0015,0.000000085,0.00000001,Output,0.000005,2.7,12,6.45,32.64,14-Lead SOIC 14-Lead TSSOP
AD8005,0.0000000000091,14018,1,,270000000,1500,0.03,0.000000004,0.00001,,0.0004,8,12,2.895,9,8-Lead SOIC 5-Lead SOT-23
AD8009,0.000000000046,7712,1,,1000000000,5500,0.005,0.0000000019,0.00015,,0.014,5,12,3.135,9,8-Lead SOIC 5-Lead SOT-23 CHIPS OR DIE
AD8079,0.000000000002,197,2,260000000,260000000,800,0.015,0.000000002,0.000006,,0.01,6,12,8.535,31,8-Lead SOIC
AD8531,0.00000000000005,23013,1,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,3,6,0.4611,5.28,5-Lead SC70 8-Lead SOIC 5-Lead SOT-23
LT1369,0.00000000000007,0,4,160000,,0.065,0.0008,0.000000029,0.000000035,Both,0.00034,2,36,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1462,0.0000000000000005,0,2,175000,,0.13,0.0008,0.000000076,0.000000000002,,0.000028,10,40,4.35,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT2078,0.00000000000002,0,2,200000,,0.07,0.00007,0.000000028,0.000000008,In to V-,0.000035,2.3,44,5.715,31.00979,8-Lead SOIC (Narrow 0.15 Inch)
LT2079,0.00000000000002,0,4,200000,,0.07,0.00011,0.000000028,0.000000008,In to V-,0.000035,2.3,44,9.645,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT2178,0.00000000000001,21,2,60000,,0.025,0.00007,0.000000049,0.000000005,In to V-,0.000013,2.2,44,5.715,31.00979,8-Lead SOIC (Narrow 0.15 Inch)
MAX4122,0.0000000000004,303,1,,5000000,2,0.0015,0.000000022,0.00000015,Both,0.000725,2.7,6.5,1.94,9,5-SOT_23-N/A
MAX4123,0.0000000000004,14488,1,,5000000,2,0.0006,0.000000022,0.00000015,Both,0.000725,2.7,6.5,1.71,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4124,0.0000000000004,161,1,,25000000,10,0.0015,0.000000022,0.00000015,Both,0.000725,2.7,6.5,2.12,9,5-SOT_23-N/A
MAX4125,0.0000000000004,704,1,,25000000,10,0.0006,0.000000022,0.00000015,Both,0.000725,2.7,6.5,1.83,31,"Small-Outline IC, Narrow (0.15in)"
MAX4126,0.0000000000004,470,2,,5000000,2,0.00075,0.000000022,0.00000015,Both,0.000725,2.7,6.5,2.74,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4128,0.0000000000004,1442,2,,25000000,10,0.00075,0.000000022,0.00000015,Both,0.000725,2.7,6.5,2.74,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4130,0.0000000000004,,1,,10000000,4,0.0015,0.000000022,0.00000015,Both,0.001,2.7,6.5,2.17,9,5-SOT_23-N/A
MAX4131,0.0000000000004,29641,1,,10000000,4,0.0006,0.000000022,0.00000015,Both,0.001,2.7,6.5,1.97,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
MAX4132,0.0000000000004,32352,2,,10000000,4,0.00075,0.000000022,0.00000015,Both,0.001,2.7,6.5,2.74,15.593,"Small-Outline IC, Narrow (0.15in) Micro-MAX, Thin Shrink Small-Outline"
OP162,0.0000000000004,8176,1,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.0006,2.7,12,3.195,31,8-Lead SOIC
OP184,0.0000000000004,21116,1,4250000,,4,0.0001,0.0000000039,0.00000045,Both,0.002,3,36,2.7,31,8-Lead SOIC
OP262,0.0000000000004,9008,2,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.000775,2.7,12,2.415,19.84,8-Lead SOIC 8-Lead TSSOP
OP281,0.000000000000999,118,2,105000,,0.028,0.0015,0.000000075,0.00000001,Output,0.000005,2.7,12,4.485,19.84,8-Lead SOIC 8-Lead TSSOP
AD8031,0.0000000000024,23592,1,50000000,80000000,35,0.0015,0.000000015,0.000002,Both,0.0009,2.7,12,2.115,9,8-Lead PDIP 8-Lead SOIC 5-Lead SOT-23
AD8032,0.0000000000024,48278,2,50000000,80000000,35,0.0015,0.000000015,0.000002,Both,0.0009,2.7,12,3.42,31,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP CHIPS OR DIE
AD8072,0.000000000006,120,2,,100000000,500,0.006,0.000000003,0.000012,,0.003,5,12,3.315,31,8-Lead PDIP 8-Lead SOIC 8-Lead MSOP
AD8073,0.000000000006,30,3,,100000000,500,0.006,0.000000003,0.000012,,0.003,5,12,4.305,54.25,14-Lead SOIC
AD8534,0.00000000000005,458,4,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,3,6,0.98368,32.64,14-Lead SOIC 14-Lead TSSOP
LT1210,0.000000000002,123,1,,66000000,900,0.015,0.000000003,,,0.035,8,36,12.645,61.97,7-Lead TO-220 (Flow 06) 7-Lead TO-220 7-Lead DD Pak 7-Lead TO-220 (Flow 44) 7-Lead TO-220 (Flow 37) 16-Lead SOIC (Narrow 0.15 Inch)
LT1351,0.0000000000005,2180,1,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36,4.53,14.7,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch) 8-Lead MSOP
LT1463,0.0000000000000005,0,4,175000,,0.13,0.0008,0.000000076,0.000000000002,,0.000028,10,40,8.505,54.14939,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
LT1465,0.0000000000000004,12,4,1000000,,0.9,0.0008,0.000000024,0.000000000002,,0.000145,10,40,7.395,54.14939,14-Lead PDIP (Narrow 0.3 Inch) 14-Lead SOIC (Narrow 0.15 Inch)
OP196,0.00000000000019,200,1,450000,,0.3,0.0003,0.000000026,0.00000005,Both,0.00006,3,12,2.955,31,8-Lead SOIC
OP462,0.0000000000004,1507,4,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.000775,2.7,12,7.38,32.64,14-Lead SOIC 14-Lead TSSOP
AD8532,0.00000000000005,10345,2,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,3,6,0.7314,19.84,8-Lead SOIC 8-Lead MSOP 8-Lead TSSOP
LT1353,0.0000000000005,0,4,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT1464,0.0000000000000004,0,2,1000000,,0.9,0.0008,0.000000024,0.000000000002,,0.000145,10,40,4.02,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1207,0.000000000002,0,2,,66000000,900,0.01,0.0000000036,,,0.02,10,36,,61.97,16-Lead SOIC (Narrow 0.15 Inch)
LT1352,0.0000000000005,519,2,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36,6.675,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1498,0.0000000000003,59,2,10500000,,4.5,0.000475,0.000000012,0.00000065,Both,0.0017,2.2,36,5.07,31.00979,8-Lead PDIP (Narrow 0.3 Inch) 8-Lead SOIC (Narrow 0.15 Inch)
LT1499,0.0000000000003,0,4,10500000,,4.5,0.000475,0.000000012,0.00000065,Both,0.0017,2.2,36,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
LT2179,0.00000000000001,1,4,60000,,0.025,0.0001,0.000000049,0.000000005,In to V-,0.000013,2.2,44,,54.14939,14-Lead SOIC (Narrow 0.15 Inch)
AD8004,0.000000000038,130,4,,250000000,3000,0.0035,0.0000000015,0.00011,,0.014,4,12,8.385,54.25,14-Lead SOIC
AD8013,0.000000000012,19,3,,140000000,1000,0.005,0.0000000035,0.000015,,0.0035,4.2,13,,54.25,14-Lead SOIC CHIPS OR DIE
